Trip ID,Date,Retailer,Parent Brand,User ID,Item Dollars,Item Units
10254255,1/17/2014,Publix,Red Bull,264252,$16,4
10254577,1/14/2014,Walmart,Monster,347937,$14,1
10254969,1/17/2014,Walmart,Monster,335988,$2,1
10255014,1/11/2014,Publix,Red Bull,106488,$20,1
10255046,1/18/2014,Publix,Red Bull,106488,$19,1
10255720,1/14/2014,Walgreens,Rockstar,221065,$8,1
10255989,1/16/2014,Safeway,Monster,348189,$4,2
10256126,1/16/2014,Walmart,Monster,289594,$2,1
10256259,1/18/2014,Safeway,5 Hour Energy,224187,$5,1
10256526,1/14/2014,CVS,Monster,19757,$3,1
10257470,1/18/2014,Walgreens,Monster,78112,$3,1
10258044,1/18/2014,Walmart,Monster,323548,$14,1
10258044,1/18/2014,Walmart,Rockstar,323548,$6,1
10258402,1/17/2014,Kroger,Monster,248813,$4,2
10258474,1/17/2014,Walmart,Red Bull,3865,$2,1
10258630,1/15/2014,Walmart,5 Hour Energy,327512,$10,1
10258732,1/17/2014,Target,Monster,241177,$4,2
10260955,1/15/2014,Walmart,5 Hour Energy,132692,$2,1
10261119,1/15/2014,Walmart,Red Bull,243280,$2,1
10261428,1/17/2014,Kroger,Red Bull,343753,$3,1
10262400,1/18/2014,Walmart,5 Hour Energy,365009,$10,1
10262638,1/12/2014,Kroger,Rockstar,282582,$10,5
10263194,1/18/2014,Target,Red Bull,273512,$2,1
10263747,1/6/2014,Kroger,5 Hour Energy,210105,$5,1
10264114,1/7/2014,Kroger,5 Hour Energy,210105,$5,1
10264303,1/17/2014,Costco,Red Bull,252711,$34,1
10264347,1/16/2014,Kroger,Monster,249397,$4,2
10264418,1/17/2014,Walmart,Rockstar,153174,$6,1
10264651,1/13/2014,CVS,Monster,7345,$2,1
10264669,1/17/2014,Safeway,Monster,288016,$2,1
10264669,1/17/2014,Safeway,Red Bull,288016,$3,1
10264734,1/16/2014,Walmart,Red Bull,382314,$9,1
10265729,1/18/2014,Walmart,Monster,348379,$2,1
10266334,1/18/2014,Walmart,Monster,326615,$6,1
10266827,1/18/2014,Kroger,Red Bull,376741,$2,1
10268800,1/18/2014,Publix,Monster,206908,$5,3
10268809,1/18/2014,Walmart,Monster,335988,$2,1
10268908,1/18/2014,Walmart,Monster,67447,$6,1
10269347,1/18/2014,Kroger,Red Bull,288125,$4,2
10269750,1/18/2014,Walgreens,Monster,202,$2,1
10270428,1/18/2014,Publix,Red Bull,193466,$2,1
10270609,1/18/2014,Target,Red Bull,367657,$3,1
10272223,1/18/2014,Walmart,Red Bull,97240,$2,1
10272531,1/14/2014,Publix,Red Bull,85159,$8,1
10273082,1/17/2014,Kroger,Rockstar,53257,$1,1
10273230,1/18/2014,Kroger,Red Bull,313676,$8,4
10273258,1/18/2014,Safeway,Monster,141521,$2,1
10273340,1/18/2014,CVS,Monster,283924,$3,1
10273360,1/18/2014,Target,Rockstar,183004,$2,1
10273446,1/18/2014,CVS,Red Bull,55192,$2,1
10273955,1/16/2014,Kroger,Red Bull,322912,$4,2
10274075,1/18/2014,Kroger,Rockstar,71259,$2,1
10274128,1/18/2014,Safeway,Monster,48471,$2,1
10274128,1/18/2014,Safeway,Red Bull,48471,$3,1
10274228,1/17/2014,Safeway,Red Bull,335045,$16,3
10274523,1/17/2014,Walmart,Red Bull,49966,$6,1
10274697,1/18/2014,Walmart,Monster,307898,$4,2
10274824,1/19/2014,Walmart,Monster,182135,$2,1
10275215,1/18/2014,Target,Monster,172500,$6,1
10275454,1/18/2014,Target,Red Bull,9048,$3,1
10275474,1/15/2014,Kroger,5 Hour Energy,183901,$5,1
10275527,1/18/2014,Target,Monster,322358,$11,1
10275689,1/18/2014,Kroger,Red Bull,375922,$2,1
10275930,1/18/2014,Costco,Red Bull,314348,$34,1
10276101,1/17/2014,Walmart,Red Bull,296608,$4,2
10276108,1/10/2014,Walgreens,Red Bull,256647,$2,1
10276760,1/18/2014,Walmart,Red Bull,366491,$18,1
10276855,1/16/2014,Walmart,Monster,282929,$2,1
10277206,1/16/2014,Target,Rockstar,331281,$2,1
10277231,1/18/2014,Walmart,Monster,246939,$6,1
10277411,1/18/2014,Target,Red Bull,303175,$2,1
10277902,1/17/2014,Walmart,Monster,80813,$2,1
10278477,1/15/2014,Target,Monster,355511,$2,1
10278508,1/17/2014,Walmart,Monster,382589,$2,1
10278959,1/18/2014,Target,Red Bull,380897,$6,1
10279955,1/16/2014,Walmart,5 Hour Energy,239518,$3,1
10280795,1/18/2014,Walgreens,Red Bull,238279,$6,2
10280884,1/18/2014,Walmart,Rockstar,248036,$6,1
10281720,1/16/2014,Walmart,Monster,317506,$6,1
10282067,1/18/2014,Walmart,Rockstar,82052,$14,1
10282299,1/18/2014,Walmart,Red Bull,117360,$6,1
10282322,1/18/2014,Walgreens,Red Bull,117360,$6,1
10282716,1/16/2014,Walmart,Monster,15740,$1,1
10282918,1/18/2014,Safeway,Rockstar,64244,$6,1
10283245,1/18/2014,Walmart,Monster,232377,$11,1
10283554,1/16/2014,Walmart,Monster,346925,$2,1
10284118,1/17/2014,Kroger,Red Bull,361109,$4,1
10284782,1/18/2014,Costco,Rockstar,310383,$27,1
10284953,1/15/2014,Walmart,Monster,38090,$2,1
10284953,1/15/2014,Walmart,Rockstar,38090,$2,1
10285536,1/11/2014,Walgreens,Monster,85665,$2,1
10285556,1/14/2014,Walgreens,Red Bull,187826,$2,1
10285812,1/18/2014,Walmart,Monster,315974,$14,1
10286567,1/17/2014,Kroger,Red Bull,380758,$9,3
10286596,1/18/2014,Walmart,Monster,256088,$2,1
10286596,1/18/2014,Walmart,Red Bull,256088,$4,1
10286625,1/17/2014,Costco,Monster,7395,$30,1
10287194,1/10/2014,Walmart,5 Hour Energy,52662,$10,1
10289220,1/18/2014,Walgreens,Rockstar,280282,$8,1
10289565,1/18/2014,Kroger,Red Bull,186700,$8,1
10289897,1/18/2014,Safeway,Rockstar,376017,$3,2
10289935,1/18/2014,Walgreens,Red Bull,59809,$4,1
10289988,1/16/2014,Walmart,Monster,68820,$6,1
10290079,1/18/2014,Target,5 Hour Energy,207555,$5,1
10290183,1/19/2014,Walmart,5 Hour Energy,364258,$5,2
10290197,1/18/2014,Walmart,5 Hour Energy,236972,$20,1
10290300,1/18/2014,Walmart,Monster,61556,$6,1
10290418,1/18/2014,Kroger,Red Bull,376741,$2,1
10290689,1/18/2014,Walmart,Rockstar,100709,$2,1
10291149,1/17/2014,CVS,Red Bull,4726,$7,3
10291433,1/18/2014,Walmart,Monster,88168,$2,1
10291508,1/18/2014,Walmart,Monster,76374,$14,1
10292055,1/18/2014,Target,Red Bull,311500,$6,1
10292744,1/18/2014,Safeway,Monster,183529,$2,1
10293640,1/18/2014,Walmart,Monster,20441,$6,1
10293759,1/18/2014,Safeway,Red Bull,36245,$5,1
10294421,1/18/2014,Walmart,Monster,381439,$2,1
10294661,1/18/2014,Walgreens,Monster,375388,$4,1
10294690,1/18/2014,Target,Rockstar,352268,$2,1
10295024,1/7/2014,CVS,Monster,326340,$4,2
10295232,1/18/2014,Walmart,Red Bull,245744,$9,1
10295345,1/12/2014,Walmart,Monster,255031,$2,1
10295901,1/18/2014,Kroger,Monster,104861,$6,1
10296171,1/18/2014,Walgreens,Monster,104859,$3,1
10296464,1/18/2014,Kroger,Monster,101629,$8,1
10296569,1/19/2014,Walmart,Red Bull,303935,$2,1
10296569,1/19/2014,Walmart,Rockstar,303935,$5,3
10296591,1/7/2014,Kroger,Red Bull,238299,$14,5
10296829,1/12/2014,Target,Monster,229137,$6,1
10296981,1/18/2014,Walmart,5 Hour Energy,143831,$18,1
10296981,1/18/2014,Walmart,Monster,143831,$6,1
10297013,1/10/2014,Walmart,5 Hour Energy,83900,$63,13
10297057,1/15/2014,Walmart,Monster,243940,$4,2
10297363,1/19/2014,Walmart,Red Bull,331867,$2,1
10297489,1/18/2014,Walgreens,Red Bull,4863,$3,1
10297690,1/11/2014,Publix,Rockstar,202130,$7,7
10297948,1/19/2014,Walmart,Red Bull,322354,$4,2
10298447,1/18/2014,Walmart,Monster,242242,$14,1
10298653,1/12/2014,Kroger,Rockstar,85677,$6,3
10298697,1/16/2014,Walmart,Monster,230375,$6,1
10298711,1/19/2014,Walmart,Red Bull,345172,$7,2
10298987,1/18/2014,Kroger,Monster,159499,$2,1
10299032,1/18/2014,Walmart,Monster,37787,$12,2
10299170,1/19/2014,Kroger,Monster,237595,$4,2
10299790,1/16/2014,Walmart,Red Bull,294910,$4,2
10300083,1/18/2014,Walmart,Red Bull,116274,$2,1
10300407,1/16/2014,Walmart,5 Hour Energy,372192,$36,2
10300713,1/18/2014,Walmart,Monster,323774,$2,1
10300738,1/19/2014,CVS,Monster,64678,$2,1
10300740,1/19/2014,Target,Red Bull,193693,$6,1
10300805,1/19/2014,Walmart,Monster,74935,$2,1
10301068,1/19/2014,Safeway,5 Hour Energy,224187,$5,1
10301344,1/19/2014,Publix,Monster,231497,$5,3
10301494,1/12/2014,Walgreens,Red Bull,146777,$3,1
10301551,1/16/2014,Walgreens,Red Bull,146777,$3,1
10301863,1/19/2014,Kroger,Red Bull,78353,$2,2
10302005,1/12/2014,Walmart,Monster,193959,$4,2
10302445,1/19/2014,Walmart,Rockstar,82052,$14,1
10302718,1/17/2014,Kroger,Red Bull,220214,$2,1
10302803,1/19/2014,Safeway,Monster,367009,$5,2
10303398,1/18/2014,Kroger,Rockstar,354410,$2,1
10303505,1/14/2014,Publix,Red Bull,297924,$2,1
10303549,1/14/2014,Publix,Red Bull,297924,$2,1
10303569,1/18/2014,Safeway,Red Bull,283622,$3,1
10303668,1/19/2014,CVS,Monster,355511,$4,2
10304062,1/19/2014,Walmart,Red Bull,365361,$18,1
10304996,1/19/2014,Walmart,Monster,220072,$2,1
10304998,1/18/2014,Walmart,Red Bull,76993,$5,2
10305095,1/19/2014,Walmart,Rockstar,76993,$2,1
10305124,1/16/2014,Publix,Red Bull,76993,$7,2
10305373,1/16/2014,Walmart,Red Bull,207758,$2,1
10305821,1/19/2014,Kroger,Monster,118626,$2,1
10306448,1/19/2014,Walmart,Red Bull,185044,$2,1
10306695,1/16/2014,Walmart,Red Bull,98432,$12,2
10307039,1/18/2014,Walmart,Rockstar,196456,$2,1
10309506,1/13/2014,Walmart,Monster,169956,$2,1
10309763,1/16/2014,Walmart,Rockstar,116709,$2,1
10310169,1/19/2014,Walmart,Monster,80767,$14,1
10310201,1/18/2014,Walmart,Monster,184973,$2,1
10310207,1/18/2014,Walmart,Rockstar,362172,$4,2
10310789,1/18/2014,Walmart,Monster,12816,$4,2
10311248,1/18/2014,Walmart,Rockstar,317846,$2,1
10311612,1/19/2014,Safeway,Red Bull,170224,$11,2
10311742,1/16/2014,Walmart,Monster,353471,$4,2
10311813,1/19/2014,Walmart,Red Bull,104892,$27,3
10312373,1/18/2014,Walmart,Red Bull,108099,$6,1
10312649,1/19/2014,Walmart,Monster,347538,$2,1
10312738,1/19/2014,Walmart,Monster,209565,$14,1
10314611,1/14/2014,Publix,Monster,86264,$5,3
10314756,1/18/2014,Publix,Monster,188037,$8,1
10315062,1/5/2014,Kroger,Red Bull,247373,$2,1
10315378,1/11/2014,Kroger,Monster,362208,$2,1
10315581,1/19/2014,Target,Red Bull,244848,$9,2
10316312,1/19/2014,Walmart,Red Bull,367780,$2,1
10316989,1/19/2014,Safeway,Rockstar,254192,$2,1
10317262,1/19/2014,Kroger,Red Bull,313676,$5,2
10317294,1/12/2014,Walmart,5 Hour Energy,74670,$4,1
10317294,1/12/2014,Walmart,Monster,74670,$12,2
10317374,1/18/2014,Walmart,Monster,3079,$10,3
10318168,1/19/2014,Safeway,Rockstar,48297,$5,2
10318533,1/17/2014,Publix,Rockstar,211622,$2,1
10319200,1/19/2014,CVS,5 Hour Energy,212699,$3,1
10319623,1/18/2014,Walgreens,Red Bull,318520,$12,2
10319761,1/19/2014,Walgreens,Monster,243901,$3,1
10319815,1/19/2014,Safeway,Red Bull,82048,$3,1
10319947,1/18/2014,Walmart,Monster,243901,$4,2
10320649,1/17/2014,Target,Monster,289776,$6,1
10320655,1/18/2014,Walmart,Monster,308534,$4,2
10322778,1/17/2014,Walmart,Monster,297619,$2,1
10323256,1/18/2014,Walmart,Red Bull,375663,$2,1
10323361,1/19/2014,Publix,Red Bull,351762,$12,3
10323430,1/18/2014,Walmart,Monster,166,$2,1
10323549,1/19/2014,Walgreens,Red Bull,351797,$8,1
10324157,1/14/2014,Walmart,Monster,152584,$6,1
10324640,1/19/2014,Walmart,Monster,349109,$4,2
10325473,1/19/2014,Walmart,Red Bull,205369,$5,1
10325474,1/19/2014,Walmart,Red Bull,382459,$9,1
10325502,1/17/2014,Walmart,Red Bull,205369,$15,3
10325580,1/19/2014,Kroger,Red Bull,127397,$2,1
10325807,1/19/2014,Walmart,Rockstar,335115,$12,2
10325895,1/19/2014,Walgreens,Red Bull,103057,$4,2
10326053,1/19/2014,Walmart,5 Hour Energy,253507,$5,2
10327217,1/19/2014,Costco,Red Bull,216167,$34,1
10327339,1/19/2014,CVS,Monster,79359,$2,1
10327627,1/18/2014,Safeway,Monster,245701,$2,1
10329112,1/18/2014,Costco,Rockstar,163771,$28,1
10330165,1/10/2014,Walmart,Monster,223942,$14,1
10330237,1/11/2014,Walmart,Monster,223942,$2,1
10330408,1/15/2014,Walmart,Monster,223942,$14,1
10330431,1/17/2014,Safeway,Monster,340299,$2,1
10330471,1/13/2014,Walmart,Monster,223942,$6,1
10330663,1/19/2014,Walmart,Monster,223942,$14,1
10330752,1/15/2014,Kroger,Monster,274453,$4,2
10330767,1/4/2014,Walmart,Monster,46501,$6,1
10330836,1/20/2014,Walmart,Red Bull,137982,$2,1
10332100,1/19/2014,Walmart,Red Bull,372314,$6,1
10332627,1/18/2014,CVS,Monster,218356,$2,1
10332742,1/19/2014,Kroger,Red Bull,295651,$5,2
10333849,1/18/2014,Kroger,Red Bull,279989,$8,1
10334069,1/19/2014,Target,5 Hour Energy,182702,$12,1
10334069,1/19/2014,Target,Monster,182702,$4,2
10334154,1/19/2014,Kroger,Rockstar,79664,$2,1
10334234,1/14/2014,Kroger,Rockstar,79664,$20,10
10334584,1/19/2014,Walmart,Monster,375121,$2,1
10336173,1/18/2014,Walmart,Red Bull,351514,$2,1
10336565,1/15/2014,Walmart,Rockstar,116709,$2,1
10336796,1/19/2014,Target,Monster,292962,$6,1
10337083,1/19/2014,CVS,Rockstar,147,$4,2
10337141,1/17/2014,Walmart,Monster,281320,$12,2
10337638,1/20/2014,Kroger,Red Bull,376741,$2,1
10337704,1/12/2014,Kroger,Rockstar,79664,$2,1
10337718,1/15/2014,Target,Rockstar,52255,$2,1
10337741,1/7/2014,Kroger,Rockstar,79664,$20,10
10337757,1/17/2014,Walgreens,Monster,358644,$2,1
10337876,1/18/2014,Walgreens,Red Bull,303794,$7,1
10337882,1/14/2014,Publix,Red Bull,108956,$2,1
10338095,1/13/2014,Walmart,Red Bull,384066,$2,1
10338322,1/12/2014,Target,Monster,272265,$2,1
10338496,1/18/2014,Kroger,Red Bull,159460,$2,1
10338565,1/11/2014,Walmart,5 Hour Energy,72164,$3,1
10339052,1/14/2014,Kroger,Monster,226835,$5,2
10339369,1/19/2014,Safeway,Red Bull,36245,$5,1
10339706,1/16/2014,Target,Monster,54634,$4,2
10340205,1/10/2014,Kroger,5 Hour Energy,332592,$6,1
10340207,1/17/2014,Safeway,Red Bull,3006,$4,2
10340536,1/19/2014,Walmart,Red Bull,244705,$2,1
10340608,1/16/2014,Walmart,Rockstar,50931,$6,1
10340714,1/18/2014,Target,Monster,108464,$2,1
10341270,1/9/2014,Kroger,Rockstar,123080,$9,5
10341487,1/13/2014,Costco,Monster,322662,$30,1
10341518,1/19/2014,Walgreens,Rockstar,184973,$3,3
10341545,1/19/2014,Walmart,Monster,313617,$4,2
10342018,1/19/2014,Safeway,Monster,381520,$4,2
10342299,1/18/2014,Target,Monster,218633,$11,1
10343241,1/19/2014,CVS,Monster,243901,$2,1
10343280,1/19/2014,Safeway,Red Bull,283622,$3,1
10343486,1/15/2014,Kroger,Red Bull,343753,$2,1
10343486,1/15/2014,Kroger,Rockstar,343753,$2,1
10343652,1/19/2014,Kroger,Monster,295515,$2,1
10343965,1/19/2014,Kroger,Monster,297199,$2,1
10345307,1/18/2014,Walmart,Monster,23289,$4,2
10345331,1/15/2014,Walmart,Monster,23289,$2,1
10345331,1/15/2014,Walmart,Rockstar,23289,$2,1
10346099,1/19/2014,Target,Monster,6527,$6,1
10346663,1/20/2014,Walmart,Monster,345873,$2,1
10346808,1/18/2014,Walmart,Red Bull,84511,$4,2
10347576,1/18/2014,Walmart,5 Hour Energy,62244,$21,2
10347832,1/19/2014,Walmart,Rockstar,240402,$2,1
10348056,1/19/2014,Walmart,Monster,207878,$6,1
10348569,1/19/2014,Walmart,Monster,47039,$14,1
10349196,1/19/2014,Walgreens,5 Hour Energy,116789,$9,2
10349847,1/12/2014,Walmart,Monster,324211,$2,1
10350405,1/20/2014,CVS,Red Bull,198060,$6,1
10351099,1/20/2014,Walmart,Monster,372956,$2,1
10352106,1/20/2014,Kroger,Red Bull,216051,$8,1
10352335,1/19/2014,Kroger,Monster,275124,$6,4
10352341,1/18/2014,Kroger,Red Bull,376549,$14,4
10352463,1/18/2014,Walmart,5 Hour Energy,353976,$10,1
10352463,1/18/2014,Walmart,Monster,353976,$6,1
10352731,1/20/2014,Kroger,Monster,20853,$2,1
10353088,1/13/2014,Walmart,Monster,311565,$14,1
10353952,1/20/2014,Walgreens,5 Hour Energy,283558,$9,2
10354168,1/19/2014,Walmart,Monster,368065,$13,5
10354642,1/18/2014,Target,Red Bull,359352,$2,1
10355704,1/18/2014,Walmart,Monster,101683,$2,1
10355704,1/18/2014,Walmart,Red Bull,101683,$4,1
10356328,1/17/2014,Kroger,5 Hour Energy,110979,$3,1
10356532,1/20/2014,Kroger,Red Bull,313676,$6,2
10357138,1/18/2014,Walmart,Red Bull,323670,$2,1
10357492,1/20/2014,Walmart,Monster,752,$2,1
10358554,1/19/2014,Walmart,Red Bull,196435,$6,1
10358669,1/20/2014,Walmart,5 Hour Energy,244734,$18,1
10358737,1/20/2014,Target,Red Bull,381832,$3,1
10359667,1/19/2014,Walmart,Red Bull,52777,$2,1
10360264,1/18/2014,Walgreens,Red Bull,220879,$3,1
10360521,1/17/2014,Walgreens,Red Bull,228118,$7,1
10360545,1/18/2014,CVS,Monster,228118,$2,1
10360611,1/20/2014,CVS,Monster,228118,$2,1
10361581,1/10/2014,Kroger,Rockstar,203182,$11,6
10361650,1/18/2014,Walmart,Monster,3013,$2,1
10362167,1/18/2014,Walmart,Rockstar,107250,$2,2
10362759,1/18/2014,Target,Monster,99429,$6,1
10362814,1/19/2014,Walmart,Red Bull,67932,$6,1
10363531,1/19/2014,Walmart,Red Bull,353777,$6,1
10364189,1/14/2014,Walgreens,Red Bull,292641,$2,1
10364751,1/19/2014,Costco,Red Bull,349789,$33,1
10365096,1/19/2014,Kroger,Rockstar,326475,$4,2
10366155,1/20/2014,Walgreens,Red Bull,98482,$4,2
10366208,1/14/2014,Walmart,Monster,98482,$2,1
10366279,1/17/2014,Walmart,Red Bull,98482,$2,1
10366482,1/20/2014,Walmart,Red Bull,173106,$2,1
10367833,1/12/2014,Safeway,Rockstar,53414,$2,1
10368182,1/20/2014,Walmart,Monster,234391,$2,1
10368221,1/20/2014,Publix,Red Bull,1316,$2,1
10368232,1/20/2014,Walmart,Rockstar,327276,$3,2
10368898,1/20/2014,CVS,Red Bull,104892,$12,2
10368965,1/19/2014,Walmart,Red Bull,246774,$2,1
10369203,1/15/2014,Walmart,Monster,49528,$2,1
10369421,1/20/2014,Walmart,Monster,175198,$2,1
10369738,1/19/2014,Walmart,Red Bull,196300,$8,2
10370136,1/20/2014,Walmart,Monster,74935,$2,1
10370350,1/16/2014,Target,Monster,278218,$2,1
10370350,1/16/2014,Target,Red Bull,278218,$3,1
10370411,1/20/2014,Walmart,Red Bull,242871,$2,1
10371158,1/21/2014,Walmart,Monster,182135,$2,1
10371372,1/13/2014,Target,Monster,7902,$2,1
10371399,1/15/2014,Walgreens,Red Bull,183813,$8,1
10371505,1/18/2014,Target,Red Bull,183813,$20,1
10371543,1/10/2014,Walmart,Monster,251280,$2,1
10371738,1/19/2014,Target,Red Bull,92617,$6,1
10371914,1/20/2014,Target,Rockstar,75022,$2,1
10372778,1/20/2014,Walgreens,Red Bull,81023,$3,1
10373059,1/20/2014,Walmart,Rockstar,26931,$1,1
10373115,1/20/2014,Walmart,Red Bull,309388,$2,1
10373688,1/18/2014,Safeway,Rockstar,212365,$4,2
10374211,1/20/2014,Publix,Red Bull,246774,$3,1
10374655,1/20/2014,Safeway,Monster,290206,$16,1
10374770,1/8/2014,Target,Rockstar,351684,$11,6
10375833,1/17/2014,Target,Monster,202919,$2,1
10376350,1/20/2014,Safeway,Monster,231075,$5,1
10376350,1/20/2014,Safeway,Rockstar,231075,$5,1
10376650,1/14/2014,Walgreens,5 Hour Energy,234412,$8,2
10376698,1/20/2014,Target,Red Bull,307088,$2,1
10376904,1/19/2014,Publix,Rockstar,32984,$2,1
10377491,1/10/2014,Kroger,Rockstar,90632,$125,70
10377492,1/20/2014,Walmart,Monster,68709,$2,1
10378271,1/17/2014,Kroger,Red Bull,11211,$5,2
10379756,1/18/2014,CVS,5 Hour Energy,270915,$5,1
10379979,1/20/2014,Walmart,5 Hour Energy,101318,$2,1
10380132,1/19/2014,Walmart,Red Bull,287410,$18,1
10380256,1/20/2014,Walgreens,Red Bull,209663,$4,2
10380331,1/16/2014,Walgreens,Rockstar,116235,$3,3
10380502,1/10/2014,Publix,Rockstar,43062,$11,5
10380675,1/19/2014,Kroger,Monster,67938,$3,1
10381093,1/20/2014,Publix,Monster,20289,$2,1
10381699,1/20/2014,Kroger,Red Bull,284318,$4,2
10381894,1/20/2014,CVS,Red Bull,270751,$2,1
10382304,1/20/2014,Walmart,5 Hour Energy,121630,$20,1
10382319,1/20/2014,Safeway,Red Bull,354423,$2,1
10382693,1/16/2014,CVS,Monster,302149,$8,1
10382736,1/20/2014,Walmart,Rockstar,18104,$6,4
10382865,1/17/2014,Walmart,Monster,370368,$2,1
10383520,1/20/2014,Safeway,Monster,154364,$4,2
10383610,1/18/2014,Walmart,Red Bull,297921,$12,2
10384028,1/20/2014,Target,Monster,119399,$2,1
10384028,1/20/2014,Target,Rockstar,119399,$2,1
10384643,1/20/2014,Walmart,Monster,288922,$10,1
10384657,1/11/2014,Kroger,Red Bull,249221,$3,1
10385077,1/20/2014,Walmart,Rockstar,183996,$3,2
10385136,1/18/2014,CVS,Monster,318499,$8,4
10385859,1/19/2014,Walgreens,Red Bull,59336,$4,2
10386751,1/20/2014,Walmart,5 Hour Energy,175061,$5,1
10387068,1/20/2014,Kroger,Rockstar,317846,$2,1
10387329,1/20/2014,Walmart,Rockstar,384784,$2,1
10387871,1/19/2014,Kroger,Monster,120087,$2,1
10387924,1/15/2014,Walgreens,Red Bull,116031,$7,1
10388939,1/20/2014,Kroger,Red Bull,376741,$3,1
10389373,1/19/2014,Kroger,Red Bull,315584,$23,1
10390198,1/19/2014,Safeway,Rockstar,384696,$4,2
10390296,1/20/2014,Walmart,Monster,86530,$3,2
10390389,1/20/2014,Kroger,Monster,292852,$6,1
10390443,1/16/2014,Target,Monster,370466,$2,1
10390815,1/20/2014,Kroger,Rockstar,244576,$2,1
10390817,1/20/2014,Safeway,Monster,90225,$2,1
10391762,1/13/2014,Costco,Red Bull,232923,$34,1
10391838,1/16/2014,Walgreens,Rockstar,45569,$3,3
10392385,1/20/2014,Walmart,Monster,313617,$9,5
10392484,1/18/2014,Walmart,Rockstar,187665,$2,1
10392975,1/20/2014,Walgreens,Red Bull,359791,$3,1
10393056,1/20/2014,Walmart,5 Hour Energy,293228,$10,1
10394916,1/16/2014,Walmart,5 Hour Energy,265686,$4,1
10395269,1/11/2014,Target,Red Bull,298424,$7,1
10395379,1/20/2014,Costco,Monster,7395,$60,2
10395466,1/17/2014,Kroger,Monster,281603,$5,2
10396263,1/20/2014,Safeway,Monster,48471,$5,1
10396263,1/20/2014,Safeway,Red Bull,48471,$3,1
10396579,1/20/2014,Walmart,Red Bull,14463,$2,1
10396811,1/20/2014,Kroger,Red Bull,343753,$3,1
10396967,1/12/2014,Walmart,5 Hour Energy,314929,$13,1
10396975,1/17/2014,Costco,Monster,220454,$31,1
10397014,1/14/2014,Costco,Monster,225476,$30,1
10397014,1/14/2014,Costco,Rockstar,225476,$28,1
10397142,1/17/2014,Safeway,Rockstar,200695,$12,2
10397527,1/15/2014,Kroger,Red Bull,109996,$4,2
10397772,1/20/2014,Walmart,Red Bull,323180,$5,2
10398038,1/19/2014,Kroger,Red Bull,227551,$20,1
10398248,1/19/2014,Safeway,Monster,309391,$2,1
10398308,1/14/2014,Safeway,Rockstar,268441,$2,1
10398873,1/20/2014,CVS,Rockstar,282842,$2,1
10399070,1/20/2014,Safeway,Red Bull,328810,$2,1
10400157,1/18/2014,Walmart,Red Bull,302657,$6,1
10400899,1/18/2014,CVS,Monster,115005,$2,1
10401970,1/18/2014,Walgreens,Rockstar,235770,$8,1
10402153,1/18/2014,Walmart,Monster,360354,$6,1
10402329,1/19/2014,Walmart,Red Bull,81218,$2,1
10402460,1/21/2014,Target,Monster,306408,$20,1
10402568,1/18/2014,Kroger,5 Hour Energy,19360,$2,1
10402830,1/20/2014,Walmart,Monster,294871,$2,1
10402849,1/17/2014,Walgreens,Monster,294871,$2,1
10403127,1/19/2014,Walgreens,Red Bull,176624,$2,1
10403751,1/21/2014,Walmart,Monster,294871,$4,2
10403760,1/17/2014,Publix,Monster,318824,$2,1
10404512,1/15/2014,Walmart,Red Bull,226365,$2,1
10404602,1/18/2014,CVS,Red Bull,3207,$2,1
10404871,1/14/2014,Walmart,Monster,308494,$14,1
10404972,1/21/2014,Walgreens,Red Bull,336336,$4,1
10405049,1/13/2014,Kroger,Rockstar,313299,$7,4
10405100,1/17/2014,Walmart,Monster,170098,$2,1
10405237,1/21/2014,Walmart,Monster,347017,$2,1
10405905,1/20/2014,CVS,Monster,104526,$2,1
10406035,1/20/2014,Walmart,Monster,230375,$6,1
10406758,1/15/2014,Safeway,Rockstar,277294,$2,1
10406765,1/19/2014,Kroger,Rockstar,33297,$6,4
10407536,1/21/2014,Walmart,Red Bull,266880,$4,1
10407867,1/16/2014,Kroger,Rockstar,277151,$5,4
10408259,1/16/2014,Walmart,Monster,380499,$29,2
10408554,1/16/2014,Walmart,Monster,181796,$14,1
10409234,1/21/2014,Walmart,Monster,341941,$4,2
10409700,1/21/2014,Kroger,Rockstar,288125,$2,1
10410647,1/20/2014,Walgreens,Red Bull,133181,$7,1
10411184,1/12/2014,Kroger,Monster,181796,$2,1
10411220,1/21/2014,Walgreens,Rockstar,380574,$2,2
10412183,1/17/2014,Walgreens,Red Bull,353324,$2,1
10412188,1/19/2014,Walmart,5 Hour Energy,218695,$20,1
10412518,1/20/2014,Kroger,Red Bull,108902,$6,2
10412606,1/21/2014,Walmart,Red Bull,108902,$9,1
10412728,1/20/2014,Walgreens,Red Bull,346029,$2,1
10413095,1/18/2014,Walmart,Red Bull,222737,$2,1
10413270,1/19/2014,Walmart,Monster,334696,$5,3
10413292,1/21/2014,Walmart,Monster,97349,$6,1
10413452,1/21/2014,Walmart,Red Bull,205369,$18,3
10413474,1/20/2014,Walmart,Monster,106240,$2,1
10413474,1/20/2014,Walmart,Rockstar,106240,$2,1
10414048,1/13/2014,Publix,Red Bull,131128,$3,1
10414401,1/19/2014,Walmart,Red Bull,285716,$6,1
10415625,1/10/2014,Walmart,Red Bull,184944,$2,1
10416067,1/21/2014,Walmart,Rockstar,79454,$2,1
